,propertName,links,rating,society,price,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features,propertyId
,"3 BHK Flatin Sector 109, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-kocoon-sector-109-gurgaon-1745-sq-ft-spid-H79747569,4.2,  ATS Kocoon,2.16 Crore,1745,1550,3 Bedrooms,3 Bathrooms,,"ATS Kocoon Sector 109, Gurgaon",15th   of 27 Floors,North-East,1 to 5 Year Old,"['Jagdish Super Market', 'Dwarka', 'Euro International School', 'Gyaananda School', 'SCR Model School', 'Radha Krishan Mandir', 'ICICI BANK ATM, Annapurna MKT', 'ESIC Dispensary', 'IGIA Airport', 'Canara Bank New Palam Vihar', 'Gurgaon Gramin Bank', 'Daultabad Stadium', 'Bharat Petroleum Shree Shyam Filling', 'The Club, International City', 'Conscient One']",Spacious ready to move 3 bhk apartment of 1745 sqft in ats kocoon available fore sale.,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '5 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",H79747569
,"5 BHK Flatin Sector 51, Gurgaon",https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-the-citizen-sector-51-gurgaon-5800-sq-ft-spid-X77577983,3.7,  The Citizen,4.95 Crore,5800,5200,5 Bedrooms,5 Bathrooms,"Pooja Room,Study Room","The Citizen Sector 51, Gurgaon",11st   of 11 Floors,North-East,1 to 5 Year Old,"['Hong Kong Bazaar Mall', 'Radhakrishna Shani Mandir', 'Standard chartered ATM', 'Hdfc bank ATM', 'Standard chartered ATM', 'Hdfc ATM', 'State bank ATM', 'Icici bank ATM', 'Axis bank ATM', 'Vatsalya Clinic', 'Anand Hospital Gurgaon', 'Meher Clinic', 'Kriti Hospital', 'Surgicare Hospital Gurgaon', 'Bones Clinic - Orthopaedics', 'Arihant Hospital', 'Sukhmani Hospital Pvt. Ltd', 'Park Hospital Gurgaon', 'Vishesh Dental', 'Dispencery', 'Neelkanth Health Care', 'pracksht hospital', 'Wembley estate club', 'Pernod Ricard Charitable Dispensary', 'Medisca', 'Unitech', 'Bharat petroleum', 'Heera Fuel Station', 'HCG CNG Station', '222', 'Hdfc bank', 'Hdfc bank and atm', 'Hdfc bank', 'Hdfc bank', 'Madison and Pike', 'Pizza Hut', 'Raj Restaurant', 'Haldiram', 'India', 'Gurugram University', 'Amity Global School', 'St. Angels Sr', 'Kamla International', 'Manav Rachna School', 'Delhi Public School Primary Section', 'St. Angels Jr', 'School of Inspired Leadership SOIL', 'Unitech Business Park', 'Dawnbit', 'Manav Rachna Swimming Pool']","Check out this 5 bhk apartment for sale in the citizen, a popular residential project that houses in-Demand flats in sector 51 gurgaon. Containing 5 bedroom(s), 5 bathrooms and more than 3 balconies, this flat is spread over a super built up area of 5800 sq.Ft. This flat is situated on the top floor...","['1 Water Purifier', '4 Fan', '1 Exhaust Fan', '1 Dining Table', '5 Geyser', '5 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '6 Wardrobe', '1 Sofa', '1 Microwave', 'No Bed', 'No Fridge', 'No Stove', 'No TV', 'No Washing Machine']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",X77577983
,"4 BHK Flatin Sector 84, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ss-linden-floors-sector-84-gurgaon-2775-sq-ft-spid-U79474587,,  SS Lden Floors,2.85 Crore,,2775,4 Bedrooms,4 Bathrooms,Servant Room,"SS Linden Floors Sector 84, Gurgaon",2nd   of 4 Floors,North-East,0 to 1 Year Old,"['Millennium City Centre Gurugram', 'City Square mall', 'Dwarka Expressway', 'Modern Public School-kherki Daula', 'Agri Business Management Collage', 'Miracles Apollo Cradle Spectra Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'AS Business Park', 'Holiday Inn Gurugram Sector 90', 'AapnoGhar', 'Manesar Golf Course', 'Nakhrola Stadium']","Check out this 4 bhk apartment for sale in ss linden floors, a popular residential project that houses in-Demand flats in sector 84 gurgaon. The flat is facing the north-East direction. Constructed on a built up area of 2775 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balcon...","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '14 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",U79474587
,"3 BHK Flatin Sector 81, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-ultima-sector-81-gurgaon-2100-sq-ft-spid-A80107015,4.2,  DLF The Ultima,3.6 Crore,2100,1900,3 Bedrooms,4 Bathrooms,Servant Room,"DLF The Ultima Sector 81, Gurgaon",8th   of 29 Floors,South,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Located in the popular residential address of sector 81 gurgaon, dlf the ultima is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is west-Facing direction. The flat occupies a super built up area o...","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '7 Light', '1 Chimney', '1 Modular Kitchen', '6 AC', '1 Bed', '10 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']",A80107015
,"4 BHK Flatin Sector 53, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-parsvnath-exotica-sector-53-gurgaon-3390-sq-ft-spid-O80253193,3.5,  Parsvnath Exotica,9 Crore,3390,,4 Bedrooms,5 Bathrooms,"Pooja Room,Servant Room","Parsvnath Exotica Sector 53, Gurgaon",5th   of 18 Floors,East,5 to 10 Year Old,"['Sector 53-54 Metro Station', 'Sahara Mall', 'Golf Course Road', 'Mehrauli-Gurgaon Rd', 'Shiv Nadar School', 'Sushant University', 'Indira Gandhi International Airport', 'Surajgarh Gurgaon', 'Duke Horse Riding Club', 'Ramada by Wyndham Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'PVR Drive in Theatre', 'SkyJumper Trampoline Park', 'F9 Go Karting Gurgaon']","Sale sale sale 4bhk apartment for visit call.Address: Sector 53, gurgaon
About parsvnath exoticaAddress: Sector 53 gurgaon, gurgaon, haryana
Parsvnath exotica in sector 53, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combin...","['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '5 Geyser', '21 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",O80253193
,"2 BHK Flatin Sector 112, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-experion-windchants-sector-112-gurgaon-2441-sq-ft-r1-spid-A77052215,4,  Experion Wdchants,3.95 Crore,2441,1939.03,2 Bedrooms,3 Bathrooms,,"Experion Windchants Sector 112, Gurgaon",6th   of 28 Floors,East,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","Come home every day to more than 23 acres of luxury living at windchants. A globally awarded premium condominium development by experion. Choose from an exquisite selection of penthouses, duplex villaments, apartments and villas in gurgaon and be one of the select group of 500 plus families. Nurture...","['1 Exhaust Fan', '4 Geyser', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",A77052215
,"3 BHK Flatin Sector 67, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-m3m-merlin-sector-67-gurgaon-2668-sq-ft-spid-R80658103,3.8,  M3M Merl,5.75 Crore,2668,,3 Bedrooms,3 Bathrooms,"Pooja Room,Study Room","M3M Merlin Sector 67, Gurgaon",7th   of 21 Floors,South,5 to 10 Year Old,"['Airia Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club', 'PVR Drive in Theatre']","Residential apartment
This is your chance to a 3 bhk apartment / flat for sale in m3m merlin sector 67 gurgaon . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 3 balconies.The balc...","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '10 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Sofa', 'No TV']","['Centrally Air Conditioned', 'Water purifier', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",R80658103
,"2 BHK Flatin Sector 3, Gurgaon",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-1444-sq-ft-r3-spid-I76151215,,  Godrej Habitat,1.4 Crore,1444,1443,2 Bedrooms,2 Bathrooms,Servant Room,"Godrej Habitat Sector 3, Gurgaon",8th   of 17 Floors,East,0 to 1 Year Old,"['Huda City Centre Metro Station', 'Star Mall', 'Dwarka Expressway', 'National Highway 8', 'Gems International School', 'ICFAI University', 'Sneh Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites by Radisson', 'Appu Ghar Water Park', 'HUDA Mini Golf Course']",2bhk semi furnished appartment for sale in godrej habitat at very good price..Location of the project is very good.,"['2 Fan', '4 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",I76151215
,"3 BHK Flatin Sector 60, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ireo-skyon-sector-60-gurgaon-2045-sq-ft-spid-J79758943,4,  Ireo Skyon,3.95 Crore,2045,,3 Bedrooms,4 Bathrooms,Servant Room,"Ireo Skyon Sector 60, Gurgaon",8th   of 12 Floors,South-East,1 to 5 Year Old,"['Sector 55-56 Metro', 'Golf Course Extension', 'Adarsh Senior Secondary School', 'Swastik Hospital Sec 66', 'IGI Airport', 'Surajgarh Gurgaon, Golf Course Ext Rd', 'International Tech Park Gurgaon,']","This beautiful 3 bhk flat in sector 60 gurgaon is situated in ireo skyon, one of the popular residential society in gurgaon. The flat is north-East-Facing. The flat occupies a super built up area of 2045 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. This flat lies on the...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '15 Light', '1 Modular Kitchen', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",J79758943
,"3 BHK Flatin Sector 82A, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dlf-the-primus-sector-82a-gurgaon-1818-sq-ft-spid-X79887241,4.2,  DLF The Primus,2.9 Crore,,1818,3 Bedrooms,3 Bathrooms,Store Room,"DLF The Primus Sector 82A, Gurgaon",15th   of 32 Floors,South,1 to 5 Year Old,"['Sapphire 83', 'NH 48', 'Cambridge Montessori', 'Miracles Apollo Hospital', 'IGI Airport', 'Garhi Harsaru Junction', 'Hyatt Regency']","Situated in sector 82a gurgaon, dlf the primus is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This property faces the north direction. The flat is over 1818 sq.Ft. Carpet area and com...","['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Curtains', '3 AC', '1 Chimney', '6 Wardrobe', '3 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No TV']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",X79887241
,"3 BHK Flatin Sector 91, Gurgaon",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-tarc-maceo-sector-91-gurgaon-2320-sq-ft-spid-E79414783,4,  TARC Maceo,2.25 Crore,2320,1550,3 Bedrooms,4 Bathrooms,"Study Room,Servant Room","TARC Maceo Sector 91, Gurgaon",10th   of 13 Floors,North-East,1 to 5 Year Old,"['Manish Gallexie 91', 'Dwarka Expressway', 'Rao Bharat Singh International School', 'Dronacharya College of Engineering', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'Manesar Golf Course', 'National Tennis Academy']","This is a raw flat aviable foe sale .This lovely 3 bhk apartment/flat in sector 91 gurgaon is available for sale in one of gurgaon's most popular projects, tarc maceo. This is a north-East-Facing property. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a sup...","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",,E79414783
,"4 BHK Flatin Sector 3, Gurgaon",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-godrej-habitat-sector-3-gurgaon-2650-sq-ft-spid-A79768659,,  Godrej Habitat,2.65 Crore,,2650,4 Bedrooms,4 Bathrooms,Study Room,"Godrej Habitat Sector 3, Gurgaon",8th   of 17 Floors,North,1 to 5 Year Old,"['Huda City Centre Metro Station', 'Star Mall', 'Dwarka Expressway', 'National Highway 8', 'Gems International School', 'ICFAI University', 'Sneh Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites by Radisson', 'Appu Ghar Water Park', 'HUDA Mini Golf Course']","Situated in sector 3 gurgaon, godrej habitat is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-Facing direction. The floor plan additionally contains 4 bed...","['1 Microwave', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",A79768659
