society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore
  indiabulls centrum park,1.8,sector 103,9473.68,flat,1900.0,1900.0,1235.0,1520.0,3.0,3.0,"Indiabulls Centrum Park Sector 103, Gurgaon",3.0,south,relatively new property,,0,0,0,0,0,2,101
"  ashoka crescent, dlf phase 1, gurgaon",11.85,sector 26,,house,,,,,5.0,6.0,"  ashoka crescent, dlf phase 1, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,1,207
  signature global park,1.05,sector 36 soh,,flat,,,,,2.0,2.0,"Signature Global park Sector 36 Sohna, Gurgaon",2.0,east,new property,,0,0,0,0,0,2,57
"  ansal sushant lok plots, sushant lok phase 1, gurgaon",3.3,sector 43,,house,,,,,10.0,10.0,"  ansal sushant lok plots, sushant lok phase 1, gurgaon",5.0,north-west,relatively new property,3+,0,0,1,0,0,0,147
  pareena express heights,2.15,sector 99,10000.0,flat,2150.0,2150.0,1397.5,1720.0,3.0,3.0,"Pareena Express Heights Sector 99, Gurgaon",8.0,west,new property,,0,1,0,0,0,2,82
  godrej meridien,4.09,sector 106,15036.76,flat,2720.0,2720.0,1903.9999999999998,2312.0,4.0,5.0,"Godrej Meridien Sector 106, Gurgaon",31.0,north,new property,,0,1,0,0,1,2,92
  umang wter hills,1.27,sector 77,9463.49,flat,1342.0,1342.0,805.1999999999999,1006.5,2.0,2.0,"Umang Winter Hills Sector 77, Gurgaon",5.0,north-east,relatively new property,,0,0,0,0,0,1,94
  experion wdchants,7.2,sector 112,14851.49,flat,4848.0,4848.0,3393.6,4120.8,4.0,4.0,"Experion Windchants Sector 112, Gurgaon",12.0,north,new property,,0,1,0,0,0,1,163
  ireo the corridors,2.6,sector 67,13333.33,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",9.0,east,relatively new property,,0,1,0,0,0,1,171
  dlf the skycourt,2.39,sector 86,12389.84,flat,1929.0,1929.0,1253.8500000000001,1543.2,3.0,3.0,"DLF The Skycourt Sector 86, Gurgaon",15.0,east,relatively new property,,0,0,0,0,0,2,121
  paras dews,1.8,sector 106,7643.31,flat,2355.0,2355.0,1648.5,2001.75,4.0,6.0,"Paras Dews Sector 106, Gurgaon",6.0,east,moderatly old property,,0,1,0,0,0,2,166
"  block s uppals southend, gurgaon",1.6,sector 49,,house,,,,,3.0,3.0,"  block s uppals southend, gurgaon",2.0,east,relatively new property,2,0,0,1,0,0,2,63
"  huda sector-46, sector 46, gurgaon",3.65,sector 46,,house,,,,,6.0,6.0,"  huda sector-46, sector 46, gurgaon",3.0,north-east,moderatly old property,3+,0,1,0,0,1,2,66
  sare homes,1.7,sector 92,,flat,,,,,4.0,4.0,"Sare Homes Sector 92, Gurgaon",14.0,north-east,new property,,1,1,0,0,0,2,89
"  vipul tatvam villa, sector 48, gurgaon",8.0,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north,new property,2,1,0,0,0,1,2,67
"  laxman vihar phase 2, gurgaon",1.0,sector 46,,house,,,,,4.0,2.0,"  laxman vihar phase 2, gurgaon",2.0,west,moderatly old property,1,0,0,0,0,0,2,44
  puri emerald bay,1.95,sector 104,12580.65,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Puri Emerald Bay Sector 104, Gurgaon",10.0,north,relatively new property,,0,0,0,0,0,2,133
  vatika sovereign park,3.9,sector 99,11607.14,flat,3360.0,3360.0,2352.0,2856.0,4.0,4.0,"Vatika Sovereign Park Sector 99, Gurgaon",3.0,east,new property,,1,1,1,0,1,1,221
"  vipul tatvam villa, sector 48, gurgaon",11.0,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,north,moderatly old property,3+,0,1,0,1,0,1,126
  chtels serenity,4.53,sector 109,15487.18,flat,2925.0,2925.0,2047.4999999999998,2486.25,4.0,5.0,"Chintels Serenity Sector 109, Gurgaon",4.0,north-east,relatively new property,,1,1,0,0,0,2,103
"  rathore villa, pataudi, gurgaon",0.55,sector 1,4074.07,house,1350.0,1620.0,1012.5,1350.0,2.0,2.0,"  rathore villa, pataudi, gurgaon",1.0,west,relatively new property,1,1,0,0,1,0,2,26
  m3m golfestate,7.0,sector 65,24561.4,flat,2850.0,2850.0,1852.5,2280.0,3.0,4.0,"M3M Golfestate Sector 65, Gurgaon",20.0,east,relatively new property,,1,1,1,0,1,0,146
"  sushant lok phase 1, gurgaon",14.0,sector 43,,house,,,,,6.0,5.0,"  sushant lok phase 1, gurgaon",3.0,na,moderatly old property,3+,0,0,0,0,0,0,26
  bestech park view grand spa,4.5,sector 81,,flat,,,,,4.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",10.0,north,relatively new property,,0,1,0,0,0,1,221
"  vipul tatvam villa, sector 48, gurgaon",8.0,sector 48,,house,,,,,3.0,3.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,north-east,new property,3+,0,1,1,0,0,1,189
  umang wter hills,1.96,sector 77,9436.69,flat,2077.0,2077.0,1350.05,1661.6000000000001,3.0,4.0,"Umang Winter Hills Sector 77, Gurgaon",13.0,south-east,relatively new property,,0,1,0,1,0,1,94
"  ansals palam vihar, palam vihar, gurgaon",11.0,sector 1,23504.27,house,4680.0,6084.0,3978.0,4680.0,5.0,6.0,"  ansals palam vihar, palam vihar, gurgaon",2.0,east,moderatly old property,3,0,1,1,1,0,0,63
"  sector 31, gurgaon",10.0,sector 31,,house,,,,,8.0,8.0,"  sector 31, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,1,77
"  mapsko casa bella, sector 82, gurgaon",5.55,sector 82,,house,,,,,5.0,6.0,"  mapsko casa bella, sector 82, gurgaon",3.0,north-east,old property,3,0,1,0,0,0,2,113
"  ansal plaza, sector 23, gurgaon",4.0,sector 23,,house,,,,,4.0,4.0,"  ansal plaza, sector 23, gurgaon",3.0,east,moderatly old property,2,0,0,0,0,1,1,78
"  block c palam vihar, gurgaon",4.25,sector 1,,house,,,,,4.0,4.0,"  block c palam vihar, gurgaon",3.0,north,relatively new property,3,0,0,0,0,0,2,67
"  sector 5, gurgaon",5.25,sector 5,,house,,,,,6.0,5.0,"  sector 5, gurgaon",2.0,north-east,relatively new property,2,0,0,0,0,0,2,72
  krisumi waterfall residences,4.85,sector 36,19109.54,flat,2538.0,2538.0,1649.7,2030.4,3.0,3.0,"Krisumi Waterfall Residences Sector 36A, Gurgaon",20.0,west,relatively new property,,0,1,1,0,0,2,221
  m3m woodshire,1.3,sector 107,9516.84,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",4.0,north,relatively new property,,0,0,0,0,0,2,221
  orchid petals,4.7,sector 49,,flat,,,,,4.0,4.0,"Orchid Petals Sector 49, Gurgaon",14.0,north-east,moderatly old property,,0,1,1,0,0,2,124
  signature the roselia,0.66,sector 95,,flat,,,,,2.0,2.0,"Signature The Roselia Sector 95A, Gurgaon",4.0,north-east,relatively new property,,0,0,0,0,0,2,64
"  ardee city, sector 52, gurgaon",7.35,sector 52,27222.22,house,2700.0,3510.0,2295.0,2700.0,9.0,9.0,"  ardee city, sector 52, gurgaon",3.0,east,old property,3+,0,1,0,0,0,1,84
"  ansals florence villa, sushant lok phase 3, gurgaon",6.25,sector 57,19531.25,house,3200.0,4160.0,2720.0,3200.0,6.0,5.0,"  ansals florence villa, sushant lok phase 3, gurgaon",3.0,north-west,moderatly old property,3+,1,1,1,1,0,0,63
  ats triumph,3.6,sector 104,11428.57,flat,3150.0,3150.0,2205.0,2677.5,4.0,4.0,"ATS Triumph Sector 104, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,163
  vatika sovereign park,3.5,sector 99,12589.93,flat,2780.0,2780.0,1807.0,2224.0,3.0,3.0,"Vatika Sovereign Park Sector 99, Gurgaon",1.0,north-east,new property,,0,1,0,0,0,2,127
  godrej meridien,2.05,sector 106,14335.66,flat,1430.0,1430.0,858.0,1072.5,2.0,2.0,"Godrej Meridien Sector 106, Gurgaon",10.0,na,relatively new property,,0,0,0,0,0,2,63
  ireo the corridors,2.5,sector 67,13319.13,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",9.0,south,relatively new property,,0,1,0,0,1,2,46
"  block c, sushant lok phase 1, gurgaon",7.3,sector 43,,house,,,,,4.0,5.0,"  block c, sushant lok phase 1, gurgaon",3.0,south-west,relatively new property,3+,1,1,0,0,1,1,84
  ss the leaf,2.75,sector 85,11420.27,flat,2408.0,2408.0,1565.2,1926.4,3.0,4.0,"SS The Leaf Sector 85, Gurgaon",8.0,west,relatively new property,,1,0,1,0,1,1,105
  conscient elevate,8.5,sector 59,25036.82,flat,3395.0,3395.0,2376.5,2885.75,4.0,4.0,"Conscient Elevate Sector 59, Gurgaon",15.0,east,new property,,0,1,0,0,0,2,137
  vatika the seven lamps,1.42,sector 82,10939.49,flat,1298.05,1298.05,778.8299999999999,973.5374999999999,2.0,2.0,"Vatika The Seven Lamps Sector 82, Gurgaon",2.0,south-east,relatively new property,,0,0,0,0,0,1,140
  vatika gurgaon 21,1.9,sector 83,,flat,,,,,3.0,3.0,"Vatika Gurgaon 21 Sector 83, Gurgaon",0.0,north,moderatly old property,,0,0,0,0,0,1,110
"  sector 7, gurgaon",4.25,sector 7,,house,,,,,4.0,4.0,"  sector 7, gurgaon",2.0,south-west,old property,2,0,0,1,0,0,1,17
  vatika gurgaon 21,1.9,sector 83,10951.01,flat,1735.0,1735.0,1127.75,1388.0,3.0,3.0,"Vatika Gurgaon 21 Sector 83, Gurgaon",11.0,south,moderatly old property,,0,0,0,0,0,2,80
"  sector 43, gurgaon",4.85,sector 43,,house,,,,,6.0,6.0,"  sector 43, gurgaon",4.0,east,moderatly old property,3+,1,1,1,0,1,0,117
  vatika the seven lamps,2.25,sector 82,11987.21,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,3.0,"Vatika The Seven Lamps Sector 82, Gurgaon",12.0,north,relatively new property,,1,0,1,0,0,2,110
"  sector 57, gurgaon",3.0,sector 57,10000.0,house,3000.0,3750.0,2400.0,3000.0,3.0,3.0,"  sector 57, gurgaon",4.0,east,new property,3+,1,1,1,1,0,1,63
  ireo the corridors,2.04,sector 67,13746.63,flat,1484.0,1484.0,890.4,1113.0,2.0,2.0,"Ireo The Corridors Sector 67A, Gurgaon",6.0,south-west,relatively new property,,0,0,1,0,0,1,94
  mapsko mount ville,2.5,sector 79,13774.1,flat,1815.0,1815.0,1179.75,1452.0,3.0,4.0,"Mapsko Mount Ville Sector 79, Gurgaon",5.0,north,relatively new property,,0,1,0,0,0,1,63
  tata gurgaon gateway,2.45,sector 113,15506.33,flat,1580.0,1580.0,948.0,1185.0,2.0,2.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",7.0,north-east,relatively new property,,0,0,1,0,0,1,110
"  birla navya, sector 63a, gurgaon",5.25,sector 63,25460.72,house,2062.0,2680.6,1752.7,2062.0,4.0,4.0,"  birla navya, sector 63a, gurgaon",4.0,east,under construction,3+,1,1,1,0,1,1,207
"  dlf city plots phase 4, dlf phase 4, gurgaon",13.0,sector 28,,house,,,,,5.0,7.0,"  dlf city plots phase 4, dlf phase 4, gurgaon",2.0,west,old property,3+,1,1,1,1,0,1,63
  emaar digihomes,6.1,sector 62,,flat,,,,,3.0,3.0,"Emaar Digihomes Sector 62, Gurgaon",30.0,east,new property,,1,1,0,0,0,0,221
  bptp park prime,2.9,sector 66,14064.02,flat,2062.0,2062.0,1443.3999999999999,1752.7,4.0,4.0,"BPTP Park Prime Sector 66, Gurgaon",10.0,north,moderatly old property,,1,0,1,1,0,1,221
"  dlf exclusive floors, dlf phase 5, gurgaon",5.5,sector 54,,house,,,,,4.0,4.0,"  dlf exclusive floors, dlf phase 5, gurgaon",4.0,na,new property,2,1,1,0,0,1,1,39
  adani m2k oyster grande,2.6,sector 102,13763.9,flat,1889.0,1889.0,1227.8500000000001,1511.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",9.0,north,relatively new property,,0,1,0,0,0,2,157
  orchid petals,3.1,sector 49,17174.52,flat,1805.0,1805.0,1173.25,1444.0,3.0,3.0,"Orchid Petals Sector 49, Gurgaon",7.0,south,moderatly old property,,0,0,0,0,0,2,148
"  palam vihar, gurgaon",8.25,sector 1,,house,,,,,4.0,4.0,"  palam vihar, gurgaon",3.0,north-west,moderatly old property,3,1,1,0,0,1,2,121
"  garden estate, dlf city, gurgaon",12.0,sector 24,,house,,,,,4.0,4.0,"  garden estate, dlf city, gurgaon",3.0,east,relatively new property,3+,1,1,1,0,0,1,207
  spaze privy,2.65,sector 72,,flat,,,,,3.0,3.0,"Spaze Privy Sector 72, Gurgaon",1.0,north,moderatly old property,,0,0,1,0,0,2,77
  bestech park view ananda,1.85,sector 81,11144.58,flat,1660.0,1660.0,1079.0,1328.0,3.0,2.0,"Bestech Park View Ananda Sector 81, Gurgaon",7.0,north,moderatly old property,,0,0,0,0,0,2,110
  indiabulls centrum park,1.5,sector 103,10128.29,flat,1481.0,1481.0,888.6,1110.75,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",5.0,east,relatively new property,,0,0,1,0,0,1,221
  dlf new town heights 1,2.49,sector 90,10532.99,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 1 Sector 90, Gurgaon",12.0,north,relatively new property,,0,1,0,0,0,2,94
  bestech park view ananda,1.5,sector 81,11029.41,flat,1360.0,1360.0,816.0,1020.0,2.0,2.0,"Bestech Park View Ananda Sector 81, Gurgaon",10.0,south,relatively new property,,0,0,0,0,0,2,196
"  sector 56, gurgaon",5.45,sector 56,,house,,,,,7.0,7.0,"  sector 56, gurgaon",3.0,south,relatively new property,3+,0,0,0,1,0,1,63
  la lagune,8.2,sector 54,25949.37,flat,3160.0,3160.0,2212.0,2686.0,4.0,6.0,"La Lagune Sector 54, Gurgaon",15.0,north,relatively new property,,1,1,1,0,1,0,221
"  eros rosewood city, rosewood city, gurgaon",5.0,sector 49,32299.74,house,1548.0,2012.4,1315.8,1548.0,4.0,4.0,"  eros rosewood city, rosewood city, gurgaon",3.0,north,moderatly old property,2,0,1,0,0,0,1,104
  experion wdchants,9.65,sector 112,14912.69,flat,6471.0,6471.0,4529.7,5500.349999999999,4.0,5.0,"Experion Windchants Sector 112, Gurgaon",25.0,east,relatively new property,,0,1,0,0,0,2,108
  pareena express heights,2.37,sector 99,10021.14,flat,2365.0,2365.0,1655.5,2010.25,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",3.0,north-east,new property,,0,1,0,0,0,2,94
  dlf the skycourt,2.3,sector 86,11923.28,flat,1929.0,1929.0,1253.8500000000001,1543.2,3.0,3.0,"DLF The Skycourt Sector 86, Gurgaon",8.0,east,relatively new property,,0,0,0,0,0,1,168
  tata primanti,5.4,sector 72,18588.64,flat,2905.0,2905.0,2033.4999999999998,2469.25,4.0,5.0,"Tata Primanti Sector 72, Gurgaon",14.0,north-east,new property,,0,1,0,0,0,1,221
"  sector 49, gurgaon",5.0,sector 49,,house,,,,,4.0,4.0,"  sector 49, gurgaon",2.0,north,old property,2,0,1,0,0,0,2,39
  m3m woodshire,2.0,sector 107,8470.99,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",0.0,north-east,moderatly old property,,0,1,0,0,0,1,212
  mapsko mount ville,2.4,sector 79,13223.14,flat,1815.0,1815.0,1179.75,1452.0,3.0,3.0,"Mapsko Mount Ville Sector 79, Gurgaon",3.0,north-east,relatively new property,,0,1,0,0,0,1,221
  ireo skyon,2.85,sector 60,18387.1,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Ireo Skyon Sector 60, Gurgaon",12.0,north-east,moderatly old property,,0,1,0,0,0,1,221
  m3m heights,3.8,sector 65,18500.49,flat,2054.0,2054.0,1335.1000000000001,1643.2,3.0,3.0,"M3M Heights Sector 65, Gurgaon",1.0,east,relatively new property,,0,1,0,0,0,1,128
  dlf the ultima,3.7,sector 81,17593.91,flat,2103.0,2103.0,1366.95,1682.4,3.0,3.0,"DLF The Ultima Sector 81, Gurgaon",20.0,west,relatively new property,,0,1,0,0,0,0,110
"  unitech deerwood chase, nirvana country, gurgaon",9.65,sector 50,,house,,,,,4.0,4.0,"  unitech deerwood chase, nirvana country, gurgaon",3.0,na,old property,3+,1,1,1,0,1,2,120
  ss the leaf,5.44,sector 85,10989.9,flat,4950.0,4950.0,3465.0,4207.5,5.0,7.0,"SS The Leaf Sector 85, Gurgaon",13.0,east,relatively new property,,0,1,0,0,0,1,91
"  vipul tatvam villa, sector 48, gurgaon",10.7,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",,east,old property,3+,0,1,0,0,0,2,185
  ats tourmale,2.45,sector 109,11395.35,flat,2150.0,2150.0,1397.5,1720.0,3.0,4.0,"ATS Tourmaline Sector 109, Gurgaon",15.0,north-east,relatively new property,,0,1,0,0,0,1,179
"  sushant lok 3 extension, gurgaon",8.25,sector 57,,house,,,,,4.0,5.0,"  sushant lok 3 extension, gurgaon",2.0,north-east,moderatly old property,3+,1,1,1,1,0,1,56
  godrej meridien ,3.1,sector 106,16711.59,flat,1855.0,1855.0,1205.75,1484.0,3.0,3.0,"Godrej Meridien Sector 106, Gurgaon",16.0,na,relatively new property,,0,0,0,0,0,2,140
"  vipul tatvam villa, sector 48, gurgaon",11.0,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,na,old property,3+,0,1,1,0,1,0,63
  ireo skyon,3.05,sector 60,,flat,,,,,2.0,2.0,"Ireo Skyon Sector 60, Gurgaon",8.0,east,relatively new property,,0,1,0,0,0,1,137
"  sector 57, gurgaon",8.5,sector 57,,house,,,,,3.0,3.0,"  sector 57, gurgaon",3.0,north-east,moderatly old property,3+,0,1,0,0,0,1,83
"  vatika signature villas, sector 82, gurgaon",14.5,sector 82,29029.03,house,4995.0,6493.5,4245.75,4995.0,7.0,7.0,"  vatika signature villas, sector 82, gurgaon",2.0,north-east,new property,3+,1,1,1,0,1,2,160
"  vishnu garden, gurgaon",1.3,sector 105,14444.44,house,900.0,1170.0,765.0,900.0,4.0,3.0,"  vishnu garden, gurgaon",2.0,east,new property,3,0,0,0,0,0,2,15
  vatika city,3.4,sector 49,18074.05,flat,1881.15,1881.15,1222.7475000000002,1504.92,3.0,3.0,"Vatika City Sector 49, Gurgaon",3.0,north-west,moderatly old property,,1,0,0,0,0,1,111
"  dlf city plots phase 3, dlf phase 3, gurgaon",8.3,sector 23,,house,,,,,5.0,6.0,"  dlf city plots phase 3, dlf phase 3, gurgaon",3.0,east,old property,3+,1,1,1,0,1,1,148
"  block g sector-57, gurgaon",6.5,sector 57,,house,,,,,3.0,3.0,"  block g sector-57, gurgaon",1.0,north-east,old property,3,1,1,0,0,1,2,57
  dlf regal gardens,2.0,sector 90,11634.67,flat,1719.0,1719.0,1117.3500000000001,1375.2,3.0,3.0,"DLF Regal Gardens Sector 90, Gurgaon",4.0,north-east,relatively new property,,0,0,1,0,0,1,221
  ansal housg highland park,1.4,sector 103,7945.52,flat,1762.0,1762.0,1145.3,1409.6000000000001,3.0,3.0,"Ansal Housing Highland Park Sector 103, Gurgaon",14.0,north-east,new property,,0,0,0,0,1,2,172
"  m3m soulitude, sector 89, gurgaon",1.49,sector 89,,house,,,,,3.0,3.0,"  m3m soulitude, sector 89, gurgaon",1.0,north-east,under construction,3,0,1,0,0,0,2,126
"  uppal southend, uppals southend, gurgaon",10.0,sector 49,,house,,,,,5.0,5.0,"  uppal southend, uppals southend, gurgaon",4.0,na,moderatly old property,0,0,0,0,0,0,2,15
  pareena express heights,3.68,sector 99,,flat,,,,,4.0,6.0,"Pareena Express Heights Sector 99, Gurgaon",12.0,south-east,relatively new property,,0,1,0,1,0,2,101
  tata primanti,7.05,sector 72,21013.41,flat,3355.0,3355.0,2348.5,2851.75,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",20.0,north-east,new property,,0,1,0,0,0,1,203
"  sector 39, gurgaon",4.5,sector 39,,house,,,,,4.0,4.0,"  sector 39, gurgaon",3.0,south,old property,3,0,0,0,0,1,2,81
"  vatika signature villas, sector 82, gurgaon",6.7,sector 82,,house,,,,,3.0,4.0,"  vatika signature villas, sector 82, gurgaon",2.0,north-east,relatively new property,2,1,1,0,1,0,1,207
  bestech park view sanskruti,2.3,sector 92,11979.17,flat,1920.0,1920.0,1248.0,1536.0,3.0,3.0,"Bestech Park View Sanskruti Sector 92, Gurgaon",5.0,east,relatively new property,,0,0,0,0,0,1,206
  assotech blith,1.95,sector 99,11572.7,flat,1685.0,1685.0,1095.25,1348.0,3.0,3.0,"Assotech Blith Sector 99, Gurgaon",12.0,north-east,new property,,0,0,0,0,0,2,103
"  dlf phase 2, gurgaon",17.0,sector 25,37627.27,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,6.0,7.0,"  dlf phase 2, gurgaon",3.0,north-east,relatively new property,2,1,1,1,0,1,1,199
"  sector 41, gurgaon",11.75,sector 41,,house,,,,,6.0,7.0,"  sector 41, gurgaon",2.0,north-east,relatively new property,3,1,1,1,0,1,0,199
"  sushant lok phase 1, block c, sushant lok phase 1, gurgaon",11.45,sector 43,,house,,,,,4.0,3.0,"  sushant lok phase 1, block c, sushant lok phase 1, gurgaon",2.0,north,old property,3+,1,0,1,0,1,1,52
"  kothi, a block sushant lok phase 1, gurgaon",25.0,sector 43,34167.01,house,7317.0,9512.1,6219.45,7317.0,12.0,13.0,"  kothi, a block sushant lok phase 1, gurgaon",2.0,east,old property,3+,0,1,1,0,1,1,41
"  palm floors 1, sector 45, gurgaon",6.4,sector 45,,house,,,,,4.0,3.0,"  palm floors 1, sector 45, gurgaon",2.0,east,relatively new property,3+,0,0,0,1,0,1,200
  shree vardhman flora,1.22,sector 90,9384.62,flat,1300.0,1300.0,780.0,975.0,2.0,2.0,"Shree Vardhman Flora Sector 90, Gurgaon",5.0,west,relatively new property,,0,0,1,0,0,2,94
  shree vardhman victoria,2.34,sector 70,12000.0,flat,1950.0,1950.0,1267.5,1560.0,3.0,5.0,"Shree Vardhman Victoria Sector 70, Gurgaon",10.0,east,relatively new property,,0,1,1,0,0,1,87
  ramprastha primera,1.72,sector 37,9555.56,flat,1800.0,1800.0,1170.0,1440.0,3.0,3.0,"Ramprastha Primera Sector 37D, Gurgaon",12.0,north,relatively new property,,1,0,0,0,0,1,213
  ambience creacions,7.16,sector 22,18008.05,flat,3976.0,3976.0,2783.2,3379.6,4.0,6.0,"Ambience Creacions Sector 22, Gurgaon",14.0,east,relatively new property,,1,1,0,0,0,0,101
"  sushant lok phase 3, gurgaon",6.7,sector 57,,house,,,,,4.0,4.0,"  sushant lok phase 3, gurgaon",2.0,na,old property,3+,0,1,0,0,0,2,56
"  tata primanti, sector 72, gurgaon",12.0,sector 72,,house,,,,,5.0,5.0,"  tata primanti, sector 72, gurgaon",3.0,north-east,relatively new property,2,1,1,0,0,0,2,85
"  suncity, gurgaon",16.95,sector 54,,house,,,,,6.0,7.0,"  suncity, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,1,190
"  orchid petals, sector 49, gurgaon",17.75,sector 49,39444.44,house,4500.0,5850.0,3825.0,4500.0,5.0,6.0,"  orchid petals, sector 49, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,2,92
"  sushant lok1, sushant lok phase 1, gurgaon",2.9,sector 43,,house,,,,,9.0,9.0,"  sushant lok1, sushant lok phase 1, gurgaon",4.0,south-east,moderatly old property,3,0,0,0,0,0,2,33
"  vatika signature villas, sector 82, gurgaon",6.35,sector 82,,house,,,,,5.0,5.0,"  vatika signature villas, sector 82, gurgaon",2.0,north-east,new property,3+,1,1,1,0,0,1,141
  experion wdchants,5.25,sector 112,13951.63,flat,3763.0,3763.0,2445.9500000000003,3010.4,3.0,3.0,"Experion Windchants Sector 112, Gurgaon",14.0,north,new property,,0,1,0,0,0,1,169
"  sector 10a, gurgaon",5.7,sector 10,,house,,,,,3.0,3.0,"  sector 10a, gurgaon",2.0,south-east,old property,2,0,0,0,0,0,2,66
  bestech park view grand spa,3.53,sector 81,13270.68,flat,2660.0,2660.0,1729.0,2128.0,3.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",12.0,north-west,moderatly old property,,0,1,1,0,0,1,125
  emaar mgf palm hills,2.0,sector 77,13793.1,flat,1450.0,1450.0,942.5,1160.0,3.0,4.0,"Emaar MGF Palm Hills Sector 77, Gurgaon",1.0,east,relatively new property,,0,1,0,0,0,2,138
"  emaar mgf marbella, sector 66, gurgaon",17.0,sector 66,37777.78,house,4500.0,5850.0,3825.0,4500.0,5.0,5.0,"  emaar mgf marbella, sector 66, gurgaon",2.0,na,new property,3,0,1,0,0,1,2,39
  tata primanti,5.0,sector 72,19607.84,flat,2550.0,2550.0,1657.5,2040.0,3.0,3.0,"Tata Primanti Sector 72, Gurgaon",3.0,east,relatively new property,,0,1,0,0,0,1,221
  signature the roselia,0.59,sector 95,,flat,,,,,2.0,2.0,"Signature The Roselia Sector 95A, Gurgaon",15.0,north-east,relatively new property,,1,0,0,0,0,2,129
"  dlf city plots, dlf phase 1, gurgaon",18.5,sector 26,40947.32,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,6.0,6.0,"  dlf city plots, dlf phase 1, gurgaon",3.0,south-west,moderatly old property,3+,1,1,1,1,0,2,63
  tarc maceo,1.8,sector 91,9667.02,flat,1862.0,1862.0,1210.3,1489.6000000000001,3.0,3.0,"TARC Maceo Sector 91, Gurgaon",7.0,east,relatively new property,,0,0,0,0,0,1,141
  tulip purple,2.64,sector 69,11000.0,flat,2400.0,2400.0,1680.0,2040.0,4.0,5.0,"Tulip Purple Sector 69, Gurgaon",3.0,north-west,relatively new property,,0,1,0,0,0,2,221
"  anant raj manor villas, sector 63, gurgaon",10.5,sector 63,,house,,,,,5.0,6.0,"  anant raj manor villas, sector 63, gurgaon",3.0,north-west,relatively new property,3+,0,1,0,0,0,1,191
  ireo uptown,3.6,sector 66,17543.86,flat,2052.0,2052.0,1436.3999999999999,1744.2,4.0,4.0,"Ireo Uptown Sector 66, Gurgaon",0.0,north-west,moderatly old property,,0,1,0,0,0,1,138
  emaar palm heights,2.8,sector 77,,flat,,,,,3.0,3.0,"Emaar Palm Heights Sector 77, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,1,175
"  b block sushant lok phase 1, gurgaon",21.0,sector 43,46480.74,house,4518.0,5873.400000000001,3840.2999999999997,4518.0,5.0,5.0,"  b block sushant lok phase 1, gurgaon",3.0,west,old property,3+,1,1,1,1,0,1,63
  the close north,4.2,sector 50,16860.7,flat,2491.0,2491.0,1619.15,1992.8000000000002,3.0,4.0,"The Close North Nirvana Country, Gurgaon",10.0,north,moderatly old property,,0,1,0,0,0,1,221
"  south city 1, gurgaon",2.3,sector 41,42592.59,house,540.0,675.0,432.0,540.0,3.0,3.0,"  south city 1, gurgaon",3.0,south-west,moderatly old property,2,1,0,0,0,0,1,119
  gpl eden heights,4.5,sector 70,15817.22,flat,2845.0,2845.0,1991.4999999999998,2418.25,4.0,6.0,"GPL Eden Heights Sector 70, Gurgaon",3.0,south,moderatly old property,,1,1,1,0,0,1,56
"  sector 38, gurgaon",8.5,sector 38,,house,,,,,9.0,9.0,"  sector 38, gurgaon",3.0,na,old property,3+,0,0,0,0,0,1,29
