propertName,rating,society,price,pricePerSqft,area,areaWithType,bedRooms,bathRooms,additionalRooms,address,floorNum,facing,agePossesion,nearbyLocation,description,furnishDetails,features
"4 BHK Flatin Sector 84, Gurgaon",,  ss lden floors,2.85,,,2775.0,4,4,servant room,"SS Linden Floors Sector 84, Gurgaon",2,north-east,0 to 1 Year Old,"['Millennium City Centre Gurugram', 'City Square mall', 'Dwarka Expressway', 'Modern Public School-kherki Daula', 'Agri Business Management Collage', 'Miracles Apollo Cradle Spectra Hospital', 'Indira Gandhi International Airport', 'Gurgaon Railway Station', 'AS Business Park', 'Holiday Inn Gurugram Sector 90', 'AapnoGhar', 'Manesar Golf Course', 'Nakhrola Stadium']","Check out this 4 bhk apartment for sale in ss linden floors, a popular residential project that houses in-Demand flats in sector 84 gurgaon. The flat is facing the north-East direction. Constructed on a built up area of 2775 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balcon...","['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '14 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 81, Gurgaon",4.2,  dlf the ultima,3.6,17142.86,2100.0,1900.0,3,4,servant room,"DLF The Ultima Sector 81, Gurgaon",8,south,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Located in the popular residential address of sector 81 gurgaon, dlf the ultima is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This residential flat is west-Facing direction. The flat occupies a super built up area o...","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '4 Geyser', '1 Stove', '7 Light', '1 Chimney', '1 Modular Kitchen', '6 AC', '1 Bed', '10 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Curtains', 'No Dining Table', 'No Sofa', 'No TV']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center']"
"4 BHK Flatin Sector 53, Gurgaon",3.5,  parsvnath exotica,9.0,26548.67,3390.0,,4,5,"pooja room,servant room","Parsvnath Exotica Sector 53, Gurgaon",5,east,5 to 10 Year Old,"['Sector 53-54 Metro Station', 'Sahara Mall', 'Golf Course Road', 'Mehrauli-Gurgaon Rd', 'Shiv Nadar School', 'Sushant University', 'Indira Gandhi International Airport', 'Surajgarh Gurgaon', 'Duke Horse Riding Club', 'Ramada by Wyndham Gurgaon', 'Fun N Food Village', 'DLF Golf and Country Club', 'PVR Drive in Theatre', 'SkyJumper Trampoline Park', 'F9 Go Karting Gurgaon']","Sale sale sale 4bhk apartment for visit call.Address: Sector 53, gurgaon
About parsvnath exoticaAddress: Sector 53 gurgaon, gurgaon, haryana
Parsvnath exotica in sector 53, gurgaon is a ready-To-Move housing society. It offers apartments in varied budget range. These units are a perfect combin...","['4 Wardrobe', '7 Fan', '1 Exhaust Fan', '5 Geyser', '21 Light', '6 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 112, Gurgaon",4.0,  experion wdchants,3.95,16181.89,2441.0,1939.03,2,3,not available,"Experion Windchants Sector 112, Gurgaon",6,east,1 to 5 Year Old,"['Ansal Plaza', 'Dwaraka Expressway', 'First Step Play School', 'Sri Ma Montessori International', 'Jai Sai Ram Hospital', 'Park Hospital', 'IGI Airport', 'Gurgaon Railway Station']","Come home every day to more than 23 acres of luxury living at windchants. A globally awarded premium condominium development by experion. Choose from an exquisite selection of penthouses, duplex villaments, apartments and villas in gurgaon and be one of the select group of 500 plus families. Nurture...","['1 Exhaust Fan', '4 Geyser', '4 AC', '1 Modular Kitchen', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"3 BHK Flatin Sector 67, Gurgaon",3.8,  m3m merl,5.75,21551.72,2668.0,,3,3,"pooja room,study room","M3M Merlin Sector 67, Gurgaon",7,south,5 to 10 Year Old,"['Airia Mall', 'Golf Course Extension Road', 'Alpine Convent School', 'DPG Institute of Technology', 'MKD Hospital', 'Indira Gandhi International Airport', 'Lemon Tree Hotel, Sohna Road', 'SkyJumper Trampoline Park', 'DLF Golf and Country Club', 'PVR Drive in Theatre']","Residential apartment
This is your chance to a 3 bhk apartment / flat for sale in m3m merlin sector 67 gurgaon . Where luxury comes with affordability.Basic details:
You will love this bright and spacious 3 bedroom apartment with 3 bathrooms, modular kitchen, spacious hall and 3 balconies.The balc...","['1 Water Purifier', '6 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '10 Light', '7 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Bed', '4 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Sofa', 'No TV']","['Centrally Air Conditioned', 'Water purifier', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"2 BHK Flatin Sector 3, Gurgaon",,  godrej habitat,1.4,9695.29,1444.0,1443.0,2,2,servant room,"Godrej Habitat Sector 3, Gurgaon",8,east,0 to 1 Year Old,"['Huda City Centre Metro Station', 'Star Mall', 'Dwarka Expressway', 'National Highway 8', 'Gems International School', 'ICFAI University', 'Sneh Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites by Radisson', 'Appu Ghar Water Park', 'HUDA Mini Golf Course']",2bhk semi furnished appartment for sale in godrej habitat at very good price..Location of the project is very good.,"['2 Fan', '4 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"3 BHK Flatin Sector 60, Gurgaon",4.0,  ireo skyon,3.95,19315.4,2045.0,,3,4,servant room,"Ireo Skyon Sector 60, Gurgaon",8,south-east,1 to 5 Year Old,"['Sector 55-56 Metro', 'Golf Course Extension', 'Adarsh Senior Secondary School', 'Swastik Hospital Sec 66', 'IGI Airport', 'Surajgarh Gurgaon, Golf Course Ext Rd', 'International Tech Park Gurgaon,']","This beautiful 3 bhk flat in sector 60 gurgaon is situated in ireo skyon, one of the popular residential society in gurgaon. The flat is north-East-Facing. The flat occupies a super built up area of 2045 sq.Ft. That consists of 3 bedrooms, 4 bathrooms and more than 3 balconies. This flat lies on the...","['3 Wardrobe', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Stove', '15 Light', '1 Modular Kitchen', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Rain Water Harvesting', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 82A, Gurgaon",4.2,  dlf the primus,2.9,,,1818.0,3,3,store room,"DLF The Primus Sector 82A, Gurgaon",15,south,1 to 5 Year Old,"['Sapphire 83', 'NH 48', 'Cambridge Montessori', 'Miracles Apollo Hospital', 'IGI Airport', 'Garhi Harsaru Junction', 'Hyatt Regency']","Situated in sector 82a gurgaon, dlf the primus is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This property faces the north direction. The flat is over 1818 sq.Ft. Carpet area and com...","['1 Water Purifier', '4 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '3 Geyser', '1 Stove', '10 Light', '1 Modular Kitchen', '1 Curtains', '3 AC', '1 Chimney', '6 Wardrobe', '3 Bed', '1 Sofa', '1 Washing Machine', '1 Microwave', 'No TV']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 91, Gurgaon",4.0,  tarc maceo,2.25,9698.28,2320.0,1550.0,3,4,"study room,servant room","TARC Maceo Sector 91, Gurgaon",10,north-east,1 to 5 Year Old,"['Manish Gallexie 91', 'Dwarka Expressway', 'Rao Bharat Singh International School', 'Dronacharya College of Engineering', 'Silver Streak Multi Speciality Hospital', 'Indira Gandhi International Airport', 'IMT Manesar', 'Holiday Inn Sector 90', 'Manesar Golf Course', 'National Tennis Academy']","This is a raw flat aviable foe sale .This lovely 3 bhk apartment/flat in sector 91 gurgaon is available for sale in one of gurgaon's most popular projects, tarc maceo. This is a north-East-Facing property. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a sup...","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",
"4 BHK Flatin Sector 3, Gurgaon",,  godrej habitat,2.65,,,2650.0,4,4,study room,"Godrej Habitat Sector 3, Gurgaon",8,north,1 to 5 Year Old,"['Huda City Centre Metro Station', 'Star Mall', 'Dwarka Expressway', 'National Highway 8', 'Gems International School', 'ICFAI University', 'Sneh Hospital', 'Indira Gandhi International Airport', 'Country Inn & Suites by Radisson', 'Appu Ghar Water Park', 'HUDA Mini Golf Course']","Situated in sector 3 gurgaon, godrej habitat is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. This residential flat is north-Facing direction. The floor plan additionally contains 4 bed...","['1 Microwave', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"3 BHK Flatin Sector 81, Gurgaon",4.2,  dlf the ultima,3.54,16604.13,2132.0,,3,3,servant room,"DLF The Ultima Sector 81, Gurgaon",10,north-east,1 to 5 Year Old,"['Huda Metro Station (Gurugram)', 'Vatika Town Square-INXT', 'Manesar Road', 'NH 48', 'Euro International School, Sec 84', 'SGT University', 'Miracles Apollo Cradle Hospital', 'Indira Gandhi Intl Airport', 'Garhi Harsaru Junction']","Dlf ultima is a ultra luxury property of new gurgaon, configuration offer 3bhk and 4bhk low density project, very close to mall's market schools and hospitals","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",
"3 BHK Flatin Nirvana Country, Gurgaon",3.8,  unitech fresco,2.7,14384.66,1877.0,1870.0,3,4,servant room,"Unitech Fresco Nirvana Country, Gurgaon",7,north-east,1 to 5 Year Old,"['Rapid Metro Station Sector 55 56', 'M3M Cosmopolitan', 'Golf Course Ext Rd', 'The Paras World School', 'Park Hospital', 'IGI Airport', ""McDonald's India"", 'SkyJumper Trampoline Park']","Its an luxury apartment at very prime location on golf course extension road, best for self living as well as investment, we have more option here in near area also, so call for a good deal.","['5 Wardrobe', '6 Fan', '4 Geyser', '4 Light', '5 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Lift(s)', 'Centrally Air Conditioned', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"2 BHK Flatin Sector 60, Gurgaon",4.0,  ireo skyon,3.0,,,1545.0,2,2,servant room,"Ireo Skyon Sector 60, Gurgaon",8,north-east,1 to 5 Year Old,"['Sector 55-56 Metro', 'Golf Course Extension', 'Adarsh Senior Secondary School', 'Swastik Hospital Sec 66', 'IGI Airport', 'Surajgarh Gurgaon, Golf Course Ext Rd', 'International Tech Park Gurgaon,']","Check out this 2 bhk apartment for sale in ireo skyon, a popular residential project that houses in-Demand flats in sector 60 gurgaon. This is a north-East-Facing property. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 1545 sq.Ft. This flat is situat...","['5 Fan', '3 Geyser', '12 Light', '1 Modular Kitchen', '1 Chimney', '3 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Fitness Centre / GYM', 'Club house / Community Center']"
